iter	Logloss
293	0.1628243625
294	0.1627715686
295	0.1627055423
296	0.162648432
297	0.1626044575
298	0.1625332692
299	0.1625018246
300	0.1624303583
301	0.1623891039
302	0.162322133
303	0.1622795193
304	0.1622220079
305	0.1621526571
306	0.1621018455
307	0.1620504431
308	0.1620007399
309	0.1619621293
310	0.1619279218
311	0.161867756
312	0.1617814176
313	0.1617036761
314	0.1616366299
315	0.1615616869
316	0.1615197738
317	0.1614111178
318	0.1613480761
319	0.1613169526
320	0.1612697134
321	0.161218074
322	0.1611806724
323	0.1610665377
324	0.1610363524
325	0.1610005959
326	0.1609516124
327	0.1609195681
328	0.160858378
329	0.1607865833
330	0.1607369878
331	0.1606635395
332	0.1606008572
333	0.1605133232
334	0.1604520258
335	0.160386096
336	0.1603307566
337	0.1602790649
338	0.1602289242
339	0.1601853168
340	0.1600588348
341	0.1600255185
342	0.1600011886
343	0.1599756287
344	0.1599364024
345	0.1598809248
346	0.1598271348
347	0.1597880053
348	0.159752891
349	0.1597231743
350	0.1596927695
351	0.1596690773
352	0.1596080119
353	0.1595503927
354	0.1595176807
355	0.1594708347
356	0.159422648
357	0.1593811506
358	0.1593259382
359	0.1592480557
360	0.1591812331
361	0.1591518405
362	0.1591250212
363	0.1590667289
364	0.1589958182
365	0.1589622857
366	0.1589165803
367	0.1588744246
368	0.1588336789
369	0.158778961
370	0.1586976537
371	0.158630178
372	0.1585802631
373	0.1584966904
374	0.1584341931
375	0.1583915652
376	0.1583472649
377	0.158310488
378	0.1582615756
379	0.1581993956
380	0.1581801447
381	0.1581498073
382	0.1581081239
383	0.1580781109
384	0.1580359714
385	0.1579784182
386	0.1579169073
387	0.1578990531
388	0.15784221
389	0.1578007903
390	0.1577518119
391	0.1577100643
392	0.1576221503
393	0.1575923278
394	0.1575616071
395	0.1575223256
396	0.1574678253
397	0.157383422
398	0.1573484332
399	0.1573142887
400	0.1572740776
401	0.1572152018
402	0.1571773727
403	0.157151484
404	0.1571137013
405	0.1570823515
406	0.1570357255
407	0.157013007
408	0.1569735918
409	0.1569098471
410	0.1568695861
411	0.1568352835
412	0.1567782514
413	0.1567090717
414	0.1566686652
415	0.1566499398
416	0.1566135124
417	0.1565561143
418	0.1565216481
419	0.1564778744
420	0.1564199451
421	0.1563885383
422	0.1563296175
423	0.1562927278
424	0.1562499309
425	0.1562163481
426	0.1561806367
427	0.1561453701
428	0.1560894212
429	0.1560531101
430	0.1560263072
431	0.1559746824
432	0.1559385964
433	0.1558832392
434	0.1558180779
435	0.1557484377
436	0.1557102886
437	0.1556448224
438	0.1556096861
439	0.1555585501
440	0.1555268597
441	0.1554716524
442	0.1554310273
443	0.1554119496
444	0.155371218
445	0.1553212079
446	0.1553019831
447	0.1552414348
448	0.1552055089
449	0.1551493638
450	0.1550198295
451	0.1549686019
452	0.1549091039
453	0.1548767626
454	0.1548260421
455	0.1547515436
456	0.154695322
457	0.1546369779
458	0.1545174487
459	0.1544995675
460	0.1544512333
461	0.1544151454
462	0.1543993292
463	0.1543534119
464	0.1543229247
465	0.1542757933
466	0.1542113091
467	0.1541582347
468	0.1541111111
469	0.1540176166
470	0.1539454307
471	0.153893122
472	0.1538328908
473	0.1537908531
474	0.1537608063
475	0.1536766567
476	0.1536609365
477	0.1536270665
478	0.1535894532
479	0.1534819581
480	0.1534383824
481	0.1533869055
482	0.1533222791
483	0.1532700425
484	0.1532056623
485	0.1531761489
486	0.1531468514
487	0.1531037202
488	0.1530725309
489	0.1530287358
490	0.1530090258
491	0.1529685164
492	0.1529285578
493	0.1528223323
494	0.1527774192
495	0.152731474
496	0.1526318957
497	0.1525667586
498	0.1525170789
499	0.1525027042
500	0.1524102757
501	0.1523587914
502	0.1523131968
503	0.15226687
504	0.1522282485
505	0.1521953115
506	0.1521526483
507	0.1521217397
508	0.1520699538
509	0.151980503
510	0.1519449085
511	0.1519123097
512	0.1518442959
513	0.1517822706
514	0.1516925193
515	0.1516267366
516	0.1515516901
517	0.1515257995
518	0.1514723589
519	0.1514373978
520	0.1514255996
521	0.1513839813
522	0.1513767382
523	0.1513313693
524	0.1512949132
525	0.1512626162
526	0.1512034246
527	0.151167218
528	0.1510877225
529	0.1510572034
530	0.1510098675
531	0.1509538266
532	0.1509161431
533	0.150877659
534	0.1508376197
535	0.150801505
536	0.1507210938
537	0.150687911
538	0.1506332919
539	0.1506015121
540	0.1505573139
541	0.150529371
542	0.1504615726
543	0.1504457899
544	0.1504154595
545	0.1503823081
546	0.1503375922
547	0.1502727684
548	0.1502368265
549	0.1502091984
550	0.1501594331
551	0.1501140039
552	0.1500377138
553	0.1499870323
554	0.1499517227
555	0.1499101938
556	0.1498676018
557	0.1498607473
558	0.1498132058
559	0.1497657667
560	0.1497223626
561	0.1496966469
562	0.1496647265
563	0.1496579642
564	0.1496166412
565	0.1495838999
566	0.1495571395
567	0.1495176733
568	0.1494631934
569	0.1494449055
570	0.1494134164
571	0.1493779628
572	0.1493439935
573	0.1493211478
574	0.1492841567
575	0.1492575388
576	0.1492287757
577	0.1491246431
578	0.149091993
579	0.1490544658
580	0.1490450126
581	0.1490192504
582	0.1489557974
583	0.1489326543
584	0.1488835164
585	0.1488529211
586	0.1487934539
587	0.1487719036
588	0.1487658419
589	0.1487276227
590	0.1486883875
591	0.1486497594
592	0.1485911005
593	0.1485576132
594	0.1484765452
595	0.1484459075
596	0.1484050089
597	0.1483763132
598	0.1483560865
599	0.1483084275
600	0.1482802342
601	0.1482487569
602	0.1481969184
603	0.1481701633
604	0.1481260311
605	0.1481070325
606	0.1480733996
607	0.1479939068
608	0.1479297355
609	0.147879647
610	0.1478397097
611	0.1478301
612	0.1477926099
613	0.1477440001
614	0.1477073298
615	0.1476766675
616	0.1476381229
617	0.1475945281
618	0.1475606974
619	0.1475264748
620	0.1474628731
621	0.1474379931
622	0.1474050821
623	0.1473691468
624	0.1473371993
625	0.1473090741
626	0.1472515784
627	0.1471969457
628	0.1471709482
629	0.1471437135
630	0.147106779
631	0.1470795078
632	0.1470740605
633	0.1470212875
634	0.1469987044
635	0.146963286
636	0.1469584374
637	0.1469285979
638	0.1468837254
639	0.1468497192
640	0.146788238
641	0.1467500921
642	0.1467181583
643	0.1466773631
644	0.1466234102
645	0.1466024027
646	0.1465452206
647	0.1464972148
648	0.1464671812
649	0.1464258707
650	0.1463620911
651	0.146346177
652	0.1463093635
653	0.1462772643
654	0.1462494505
655	0.1462108684
656	0.1461811255
657	0.1461494469
658	0.1460955735
659	0.1460574362
660	0.1459804596
661	0.1459027676
662	0.1458581815
663	0.1458268303
664	0.145820585
665	0.145772869
666	0.1457371544
667	0.1457081938
668	0.1457002196
669	0.1456679265
670	0.1456401423
671	0.1456143308
672	0.1455880385
673	0.1455559451
674	0.1455118199
675	0.1454902984
676	0.1454597533
677	0.1454286208
678	0.1453794059
679	0.1453595703
680	0.1453223415
681	0.1452603197
682	0.1452300346
683	0.1452104103
684	0.1451548701
685	0.1451247667
686	0.1451059525
687	0.1450732386
688	0.1450116518
689	0.1449828243
690	0.1449402178
691	0.1449191912
692	0.1448809135
693	0.1448511313
694	0.1448172639
695	0.1448021508
696	0.144781006
697	0.1447512855
698	0.1447174028
699	0.1446615016
700	0.1446055564
701	0.1445684001
702	0.1445319171
703	0.1444806382
704	0.1444467552
705	0.144403351
706	0.1443716739
707	0.144319233
708	0.14429915
709	0.1442478709
710	0.1441875483
711	0.1441492765
712	0.1441106113
713	0.1440627548
714	0.1440286244
715	0.1439642908
716	0.1439414757
717	0.1438974033
718	0.1438742807
719	0.1438346034
720	0.1438002379
721	0.1437539326
722	0.143711377
723	0.1436954666
724	0.1436656158
725	0.1436244247
726	0.1435952261
727	0.1435891257
728	0.1435731318
729	0.1435425752
730	0.1434950921
731	0.1434485386
732	0.1434142116
733	0.1433768191
734	0.1433530015
735	0.1433259564
736	0.1432976494
737	0.1432655003
738	0.1432144378
739	0.1431595119
740	0.1431290791
741	0.1430758708
742	0.1430495039
743	0.1430144097
744	0.1429843227
745	0.1429592076
746	0.1429111785
747	0.1428810963
748	0.1428506202
749	0.1428132949
750	0.1427904245
751	0.1427411122
752	0.1427105071
753	0.1426775861
754	0.1426571925
755	0.142614627
756	0.1425999857
757	0.1425519242
758	0.1425273392
759	0.1424923876
760	0.142462989
761	0.1424150349
762	0.1423878111
763	0.1423556905
764	0.1423204956
765	0.1422887256
766	0.1422634406
767	0.142226917
768	0.1421751102
769	0.1421525013
770	0.1421196959
771	0.1420693596
772	0.1420463822
773	0.1420033257
774	0.1419388407
775	0.1419056925
776	0.1418756087
777	0.141821794
778	0.1417786083
779	0.1417329515
780	0.141704156
781	0.1416697382
782	0.1416252795
783	0.1416054124
784	0.1415735343
785	0.1415423045
786	0.1415146336
787	0.1414782057
788	0.1414446983
789	0.1414103334
790	0.1413860614
791	0.1413590475
792	0.1413174023
793	0.1413161138
794	0.1412996789
795	0.1412699154
796	0.1412298109
797	0.1411956796
798	0.141168512
799	0.1411282865
800	0.1411205447
801	0.141072624
802	0.1410272764
803	0.1409816392
804	0.1409509393
805	0.1408909389
806	0.1408507092
807	0.1407995128
808	0.1407526394
809	0.1407387663
810	0.1407102895
811	0.1406570743
812	0.14062608
813	0.1405899686
814	0.140557773
815	0.1405216559
816	0.1404955203
817	0.1404705325
818	0.1404496068
819	0.1404421505
820	0.1404082165
821	0.1403740213
822	0.1403426276
823	0.1403112833
824	0.1402955648
825	0.1402535202
826	0.140224101
827	0.1401824732
828	0.1401354499
829	0.1400972818
830	0.1400729792
831	0.1400206628
832	0.1399920578
833	0.1399400444
834	0.1398890467
835	0.1398599466
836	0.1398116916
837	0.1397846685
838	0.1397457193
839	0.1397204061
840	0.1396807457
841	0.1396541393
842	0.1396083806
843	0.1395679568
844	0.1395291372
845	0.1395050213
846	0.1394481906
847	0.1394247286
848	0.1393985676
849	0.1393797299
850	0.1393490119
851	0.1393129523
852	0.1392833961
853	0.139247516
854	0.1391995537
855	0.1391791443
856	0.1391329035
857	0.1391012804
858	0.1390562808
859	0.1390191343
860	0.1389874824
861	0.1389646025
862	0.1389315099
863	0.1388960792
864	0.138857161
865	0.1388254774
866	0.1388021305
867	0.1387720545
868	0.1387255969
869	0.138694554
870	0.138670055
871	0.1386094485
872	0.1385841464
873	0.1385715227
874	0.1385427267
875	0.1385252862
876	0.138495089
877	0.1384537771
878	0.1384248138
879	0.1383855024
880	0.1383497012
881	0.1383014667
882	0.1382573305
883	0.1382129146
884	0.1381762005
885	0.1381432329
886	0.1381190964
887	0.1380990155
888	0.1380780993
889	0.1380299898
890	0.1380005816
891	0.1379458374
892	0.1379127199
893	0.1378807244
894	0.1378627428
895	0.1378369151
896	0.1378137035
897	0.1377651048
898	0.1377244434
899	0.1376949997
900	0.1376653502
901	0.1376278334
902	0.1375916926
903	0.1375624234
904	0.1375037135
905	0.1374679671
906	0.1374333849
907	0.1373783284
908	0.1373570616
909	0.1373314627
910	0.137302777
911	0.1372561277
912	0.1372075559
913	0.1371844231
914	0.1371534879
915	0.1371217524
916	0.1370844692
917	0.1370448313
918	0.1370198608
919	0.1369724086
920	0.1369231901
921	0.1368948313
922	0.1368495886
923	0.1368089913
924	0.1367829645
925	0.1367476985
926	0.1366970704
927	0.1366653814
928	0.1366342779
929	0.1366116743
930	0.1365925646
931	0.1365705652
932	0.1365377534
933	0.1364827655
934	0.1364506465
935	0.1364346079
936	0.1364016062
937	0.1363797099
938	0.1363510334
939	0.1363108298
940	0.1362781168
941	0.136259518
942	0.1362397071
943	0.1362092176
944	0.1361763112
945	0.1361320471
946	0.1361030329
947	0.1360874627
948	0.1360530114
949	0.1360136856
950	0.1359873025
951	0.1359501173
952	0.1359100379
953	0.1358920128
954	0.1358653483
955	0.1358298936
956	0.1358238827
957	0.1357929801
958	0.1357654229
959	0.135738766
960	0.1357107517
961	0.1356680891
962	0.135634435
963	0.135612719
964	0.1355823511
965	0.1355628989
966	0.1355245847
967	0.1354922943
968	0.1354666233
969	0.1354351165
970	0.1354079417
971	0.1353577872
972	0.1353270864
973	0.1353014619
974	0.1352481802
975	0.1352449134
976	0.1352177721
977	0.1351810157
978	0.1351469009
979	0.1351202957
980	0.1351096987
981	0.1350880625
982	0.1350539977
983	0.1350165504
984	0.1349578886
985	0.134926929
986	0.1349002786
987	0.134890456
988	0.1348598336
989	0.1348444122
990	0.134804441
991	0.1347715539
992	0.134714664
993	0.1346842707
994	0.1346547823
995	0.1346105535
996	0.1345446152
997	0.1344906311
998	0.1344669185
999	0.1344479003
